source_url	parsed_url
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/stock/blue?mod=trending-tickers
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/index/shcomp?countrycode=cn&mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/future/cl00?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/markets/emerging-markets
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/bonds
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/graphics/coronavirus-economic-recovery-tracker/
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.wsj.com/articles/high-oil-and-gas-prices-test-drive-a-global-carbon-tax-11654956001?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://swingtrader.investors.com
https://www.marketwatch.com/latest-news?mod=top_nav	https://mw4.wsj.net/mw5/content/logos/favicon.ico
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/story/prepare-yourself-the-u-s-housing-market-is-at-the-beginning-stages-of-the-most-significant-contraction-in-activity-since-2006-11654806265?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.dowjones.com/privacy-notice?mod=mw
https://www.marketwatch.com/latest-news?mod=top_nav	https://itunes.apple.com/app/marketwatch/id336693422?ign-mpt=uo%3D6&mt=8
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.wsj.com/articles/democrats-press-message-of-abortion-access-in-tight-gubernatorial-races-11654956000?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://bam.nr-data.net
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/economy-politics
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/stock/fun?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/stock/wb?mod=trending-tickers
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.google.com/chrome/
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/futures
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.wsj.com/articles/pope-franciss-canceled-travel-stirs-talk-of-retirement-11655022477?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/tools/ipo-calendar
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.wsj.com/articles/china-defense-minister-says-nuclear-buildup-is-justified-11655024071?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://cdn.cxense.com/cx.js
https://www.marketwatch.com/latest-news?mod=top_nav	https://sts3.wsj.net/bucket-a/maggie/static/fonts/lato/lato-latin-400-normal.woff2
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/story/why-cash-is-an-important-part-of-your-retirement-plan-11653598208?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://a248.e.akamai.net
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/column/cannabis-watch
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/tools/screener/after-hours
https://www.marketwatch.com/latest-news?mod=top_nav	https://accounts.marketwatch.com/login?target=https%3A%2F%2Fwww.marketwatch.com%2Flatest-news%3Fmod%3Dtop_nav
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/latest-news?mod=top_nav#maincontent
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/index/1?countrycode=in&mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/tools/partner/mortgage-calculator
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/index/sti?countrycode=sg&mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/investing/index/comp?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/story/irs-makes-mileage-deduction-for-gas-costs-more-generous-in-rare-mid-year-move-11654811989?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.wsj.com/articles/abandon-stocks-for-bonds-if-only-life-were-so-simple-11654939540?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/newsroom
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/market-data/rates
https://www.marketwatch.com/latest-news?mod=top_nav	https://mw4.wsj.net/mw5/content/images/favicons/apple-touch-icon-167x167.png
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/latest-news
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/story/we-vastly-underestimate-our-monthly-subscription-costs-thats-120-a-year-thats-no-longer-available-for-other-goals-such-as-retirement-savings-paying-down-debt-or-an-emergency-fund-11654834721?mod=newsviewer_click
https://www.marketwatch.com/latest-news?mod=top_nav	https://www.marketwatch.com/site/copyright-policy
https://www.marketwatch.com/latest-news?mod=top_nav	https://sts3.wsj.net/bucket-a/maggie/static/fonts/mulish/mulish-vietnamese-400-normal.woff2
