source_url	parsed_url
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/11/simon-property-ceo-aims-to-create-new-sales-event-as-inflation-surges.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/world-politics/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/golf-trips-to-top-british-courses-are-selling-out-this-year-and-next-.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/evelyn-cheng/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/congress/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/cnbc-reprints/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/about-cnbc-international/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/advertising-and-partnerships/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/AcornsGlobalNav~CNBCGlobalNav~MakeItGlobalNav~SelectGlobalNav-e9f047ef2dc9cdbc7333.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/lucy-handley/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/351C86_0_0.woff2
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-RiverPlus-e1c97769e3474dc64a2c.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/china-markets/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-Column~components-PcmModule-DynamicContentFeedContainer~components-PcmModule-MarketNewsTa~6ff6925b-5232abd3fee8f3a80554.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/11/stocks-like-planet-fitness-chargepoint-are-winners-in-this-market-.html
https://www.cnbc.com/world/?region=world	https://www.peacocktv.com/?cid=20200101evergreensymdisp009&amp;utm_source=cnbc&amp;utm_medium=symphony_editorial_brandawareness_footerlink&amp;utm_campaign=20200101evergreen&amp;utm_term=na&amp;utm_content=na_na/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/cnbc-internship-program/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/jennifer-liu/
https://www.cnbc.com/world/?region=world	https://www.instagram.com/cnbcinternational/?hl=en/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/technology/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/mobile/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/margot-machol-bisnow/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/futures-and-commodities/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/351C86_4_0.woff2
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/pro/news/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/patti-domm/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/options-action/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/09/fda-decision-on-novavaxs-covid-shots-could-be-delayed-.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/etf-street/
https://www.cnbc.com/world/?region=world	https://www.cnbccouncils.com/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/cryptocurrency/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/3-tips-for-a-hyper-focused-resume-to-grab-recruiters-attention-at-a-job-fair.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/stocks/
https://www.cnbc.com/world/?region=world	https://www.facebook.com/cnbcinternational/c/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/enterprise/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/china-politics/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-Column~components-PcmModule-DynamicContentFeedContainer-5a841e74aa029121dd45.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/business/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/video/2021/05/02/how-to-save-100000-by-the-time-you-turn-25.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/special-reports/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-Ads-BoxRail-d051866fbe68d424adc2.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/05/20/ukraine-crisis-what-does-russias-war-mean-for-global-climate-goals.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/05/31/families-will-skip-meals-amid-food-inflation-un-special-advocate.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/tania-bryer/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/vendors~components-PcmModule-LiveTV~components-PcmModule-VideoBreakerFeatured-b446675a460ef484e257.js
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/351C86_2_0.woff2
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/lora-kolodny/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/jeff-cox/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/alison-conklin/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/tv/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-Breakers-FeaturedBreaker-eda62136a039c9e8f5cb.js
https://www.cnbc.com/world/?region=world	https://www.nbcuniversal.com/privacy/notrtoo?intake=CNBC
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/weizhen-tan/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/pre-markets/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/11/russia-ukraine-fighting-in-severodonetsk-zelenskyy-asks-for-weapons.html
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-MarketsModule-54df1c56b20a8f4f00cf.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/biden-administration-to-drop-covid-testing-requirements-for-international-air-travel.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/davos-world-economic-forum/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-TwoColumnImageDense-ec8824ec1a0605bffe6c.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/asia-business-day/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/top-video/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/retail/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/study-optimists-are-more-likely-to-live-past-age-90-heres-why.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/03/crypto-firms-say-thousands-of-digital-currencies-will-collapse.html
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-VideoBreakerFeatured-b2ff44a2c0e4db97ad65.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/europe-television/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/application/pro/?__source=pro|globalfooter/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/investingclub/cramer-trade-alert/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/cnbc-news-releases/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/351C86_1_0.woff2
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/LyonText-Regular-Web.woff2
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/internet/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/russia-and-ukraine-battle-over-underwater-mines-in-the-black-sea.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/11/china-is-becoming-more-coercive-and-aggressive-us-defense-chief.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/arjun-kharpal/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/11/i-talked-to-70-parents-who-raised-highly-successful-adults-the-hard-things-they-did-differently.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/personal-finance/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/vendors~components-PcmModule-VideoBreakerFeatured-29b158b9dbfd3cfae513.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/social-media/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/asia-politics/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/energy/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/theres-nothing-stopping-former-market-darlings-from-going-lower-jim-cramer-warns.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/best-trades-on-cnbc-friday-netflix-docusign-are-downgraded-stocks-to-buy-now.html
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-QuickLinks-ab5ae681a21511fc7696.js
https://www.cnbc.com/world/?region=world	https://www.nbcuniversal.com/privacy/california-consumer-privacy-act?intake=CNBC
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/markets/
https://www.cnbc.com/world/?region=world	https://cnbcrsh.qualtrics.com/jfe/form/SV_8v2FqPLC71m5Gaq?Origin=cnbc
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/AcornsGlobalNav~CNBCGlobalNav~MakeItGlobalNav-73a467ae5364a273964e.js
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-MarketsBanner-19528e93bcba97d5d43b.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/digital-products/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/fed-will-raise-raise-rates-next-week-but-powell-may-matter-most.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/charmaine-jacob/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/cnbc-careers-and-employment/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-QuoteFinder-01672eff5cb8b19713a6.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/trader-talk/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/christina-cheddar-berk/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/financial-advisors/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/12/chinas-defense-minister-on-countrys-nuclear-weapons-arsenal-.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/world/?region=world
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/investing-club-amd-boosts-long-term-forecasts-heres-what-analysts-say-and-what-we-think.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/us-market-movers/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/bonds/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/economy/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/corrections/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/11/why-quantumscape-investors-are-still-waiting-for-new-ev-batteries.html
https://www.cnbc.com/world/?region=world	https://corporate.comcast.com/values/integrity
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/white-house/
https://www.cnbc.com/world/?region=world	https://apple.news/T3OtoXcxtRkuHRkM7SpFP_Q
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/invest-in-you/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/monica-pitrelli/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/11/behind-the-automation-boom-coming-to-the-hotel-industry-from-24-hour-check-in-to-texting-for-towels.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/11/ukraines-zelenskyy-on-food-crisis-prices-amid-war-with-russia.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/02/first-time-on-a-yacht-avoid-these-7-amateur-mistakes-.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/2022/06/10/union-announces-daytime-work-stoppage-at-congested-port-of-oakland.html
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/tech-guide/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/sign-up-for-cnbc-newsletters/
https://www.cnbc.com/world/?region=world	https://static-redesign.cnbcfm.com/dist/components-PcmModule-LegacyPlayerContainer-bad316a150b2f2c00d3d.js
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/watchlist/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/spencer-kimball/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/life/
https://www.cnbc.com/world/?region=world	https://www.cnbc.com/cnbc-travel/
